ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION-E
TI,COLOMBIA,M,2/8/2004 0:00,20204,SB11202040244143,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,CHIGORODÓ,5172,Estrato 2,5 a 6,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Si,Si,No,Si,No,No,No,Si,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,30 minutos o menos,Entre 21 y 30 horas,"Si, en efectivo",85902,1.05172E+11,I.E. MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,MIXTO,OFICIAL,A,N,ACADÉMICO,1.05172E+11,I.E. MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,S,URBANO,MAÑANA,5172,CHIGORODÓ,5,ANTIOQUIA,N,5172,CHIGORODÓ,ANTIOQUIA,5,52,49,3,59,75,3,48,50,2,35,14,1,40,29,A-,239,46,50.48722208,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,1/7/2004 0:00,20204,SB11202040176309,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,ARBOLEDA,52051,Estrato 1,5 a 6,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Si,Si,No,No,No,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,48447,1.52051E+11,INSTITUCION EDUCATIVA DE DESARROLLO RURAL DE BERRUECOS,MIXTO,OFICIAL,A,N,TÉCNICO,1.52051E+11,SEDE 1 INSTITUCIÓN EDUCATIVA DE DESARROLLO RURAL DE BERRUECOS,S,URBANO,MAÑANA,52051,ARBOLEDA,52,NARIÑO,N,52019,ALBÁN,NARIÑO,52,50,43,2,57,69,3,47,48,2,61,84,3,52,75,A1,268,66,45.66195372,2,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,M,5/2/2002 0:00,20204,SB11202040408274,ESTUDIANTE,COLOMBIA,No,CORDOBA,23,LA APARTADA,23350,Estrato 2,5 a 6,Tres,Primaria incompleta,Primaria completa,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,No,No,Si,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Más de 30 horas,"Si, en efectivo",115477,2.23068E+11,IE LUIS FERNANDO GONZALEZ B (ANTES SAN JOSE),MIXTO,OFICIAL,A,N,ACADÉMICO,2.23068E+11,IE LUIS FERNANDO GONZALEZ (ANTES SAN JOSE),S,URBANO,MAÑANA,23350,LA APARTADA,23,CORDOBA,N,5154,CAUCASIA,ANTIOQUIA,5,51,45,3,45,33,2,36,13,1,34,12,1,34,9,A-,205,21,42.94608372,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,2/6/2003 0:00,20204,SB11202040164681,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 2,3 a 4,Tres,Secundaria (Bachillerato) incompleta,No sabe,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,Si,Si,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,Entre 1 y 2 horas,,0,No,727602,1.76001E+11,INSTITUCIÓN EDUCATIVA JUAN  XXIII,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,CIUDAD DE CALI,S,URBANO,UNICA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,62,84,3,42,23,2,57,80,3,53,66,2,49,64,A1,266,65,57.92587565,3,3,PUBLICAR,NO
TI,COLOMBIA,M,11/15/2000 0:00,20204,SB11202040353512,ESTUDIANTE,COLOMBIA,No,CORDOBA,23,CERETÉ,23162,Estrato 2,3 a 4,Cuatro,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia",No,Si,No,Si,Si,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,No Navega Internet,0,No,103143,1.23162E+11,I. E. EL CAÑITO DE LOS SABALOS,MIXTO,OFICIAL,A,N,ACADÉMICO,1.23162E+11,I. E. EL CAÑITO DE LOS SÁBALOS,S,URBANO,TARDE,23162,CERETÉ,23,CORDOBA,N,23162,CERETÉ,CORDOBA,23,52,47,3,57,71,3,53,68,2,51,60,2,41,34,A-,262,62,47.63367076,2,2,PUBLICAR,NO
TI,COLOMBIA,F,11/30/2002 0:00,20204,SB11202040365711,ESTUDIANTE,COLOMBIA,No,META,50,GRANADA,50313,Estrato 2,1 a 2,Dos,Técnica o tecnológica completa,Técnica o tecnológica completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",No sabe,Si,No,Si,No,No,No,Si,No,26 A 100 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,103549,1.50313E+11,IE GENERAL SANTANDER,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.50313E+11,SEDE PRINCIPAL - GENERAL SANTANDER,S,URBANO,MAÑANA,50313,GRANADA,50,META,N,50313,GRANADA,META,50,60,79,3,54,60,3,41,27,2,46,47,2,36,15,A-,246,50,50.6473685,2,2,PUBLICAR,NO
TI,COLOMBIA,F,10/25/2005 0:00,20204,SB11202040205422,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Tres,Educación profesional completa,Educación profesional completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Es operario de máquinas o conduce vehículos (taxita, chofer)",Si,Si,Si,Si,Si,Si,No,Si,26 A 100 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,115261,3.11001E+11,COL CHARLES BABBAGGE,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.11001E+11,COL CHARLES BABBAGGE,S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,48,36,2,44,28,2,39,20,1,34,12,1,57,84,A1,212,26,64.09159586,4,3,PUBLICAR,NO
TI,COLOMBIA,M,2/5/2002 0:00,20204,SB11202040319564,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 3,1 a 2,Tres,No sabe,No sabe,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Es vendedor o trabaja en atención al público,Si,Si,No,Si,Si,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 1 y 3 horas,Entre 11 y 20 horas,"Si, en efectivo",734590,1.76001E+11,INSTITUCION EDUCATIVA SIETE DE AGOSTO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,INSTITUCION EDUCATIVA SIETE DE AGOSTO,S,URBANO,UNICA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,39,11,2,38,13,2,45,43,2,41,30,2,47,56,A-,206,22,50.65850006,2,2,PUBLICAR,NO
TI,COLOMBIA,F,6/5/2003 0:00,20204,SB11202040346201,ESTUDIANTE,COLOMBIA,No,CASANARE,85,VILLANUEVA,85440,Estrato 1,3 a 4,Dos,Primaria incompleta,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,No,Si,No,No,Si,No,26 A 100 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,93179,1.8544E+11,IE FABIO RIVEROS,MIXTO,OFICIAL,A,N,TÉCNICO,1.8544E+11,FABIO RIVEROS,S,URBANO,MAÑANA,85440,VILLANUEVA,85,CASANARE,N,85440,VILLANUEVA,CASANARE,85,64,88,3,49,42,2,44,39,2,51,61,2,32,5,A-,252,55,46.47870855,2,2,PUBLICAR,NO
CC,COLOMBIA,M,12/3/2000 0:00,20204,SB11202040505556,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 1,5 a 6,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,"Es agricultor, pesquero o jornalero",,Si,Si,No,Si,Si,No,No,No,11 A 25 LIBROS,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Más de 3 horas,Más de 30 horas,"Si, en efectivo",39701,1.11102E+11,COLEGIO FERNANDO MAZUERA VILLEGAS (IED),MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.11102E+11,COL DIST FERNANDO MAZUERA VILLEGAS,S,URBANO,NOCHE,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,55,62,3,52,55,3,48,51,2,47,48,2,54,79,A1,254,56,45.2602661,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,7/1/2003 0:00,20204,SB11202040024168,ESTUDIANTE,COLOMBIA,No,SANTANDER,68,FLORIDABLANCA,68276,Estrato 4,3 a 4,Uno,No sabe,No sabe,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,Nunca o rara vez comemos eso,3 a 5 veces por semana,3 a 5 veces por semana,Igual,No leo por entretenimiento,Entre 1 y 3 horas,0,No,29462,3.68001E+11,FUND COL UIS,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.68001E+11,FUND COL UIS,S,URBANO,COMPLETA,68276,FLORIDABLANCA,68,SANTANDER,N,68276,FLORIDABLANCA,SANTANDER,68,69,96,4,73,98,4,70,98,3,78,100,4,73,97,B1,363,99,61.41032073,3,4,PUBLICAR,NO
TI,COLOMBIA,M,11/13/2003 0:00,20204,SB11202040145457,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,No,Si,No,No,No,Si,0 A 10 LIBROS,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Peor,30 minutos o menos,Entre 30 y 60 minutos,0,No,722686,3.11002E+11,GIMNASIO PSICOPEDAGOGICO INTEGRAL GIMSIPEI,MIXTO,NO OFICIAL,A,,,3.11002E+11,GIMNASIO PSICOPEDAGOGICO INTEGRAL GIMSIPEI - SEDE PRINCIPAL,S,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,53,52,3,41,20,2,53,68,2,49,54,2,36,14,A-,240,46,56.40602005,3,3,PUBLICAR,NO
TI,COLOMBIA,M,9/28/2003 0:00,20204,SB11202040095470,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,3 a 4,Tres,Educación profesional completa,Técnica o tecnológica completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,Si,0 A 10 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Mejor,No leo por entretenimiento,Más de 3 horas,0,No,137596,1.11001E+11,COLEGIO CUNDINAMARCA (IED),MIXTO,OFICIAL,A,,ACADÉMICO,1.11001E+11,COL CUNDINAMARCA (INS EDUC DIST),S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,49,39,2,47,37,2,48,50,2,43,38,2,50,68,A1,235,42,64.42757385,4,3,PUBLICAR,NO
TI,COLOMBIA,M,8/30/2003 0:00,20204,SB11202040023242,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,No,Si,Si,No,No,No,No,11 A 25 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,214635,1.11001E+11,COLEGIO JULIO GARAVITO ARMERO (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,CENT EDUC DIST MUZU NO. 1,N,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,58,72,3,57,71,3,53,69,2,58,78,3,48,61,A1,279,73,54.25155897,3,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,11/27/2003 0:00,20204,SB11202040242008,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,PARATEBUENO,25530,Estrato 2,5 a 6,Seis o mas,Secundaria (Bachillerato) completa,Educación profesional incompleta,"Es agricultor, pesquero o jornalero","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Si,Si,Si,Si,Si,No,Si,No,26 A 100 LIBROS,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Mejor,30 minutos o menos,Más de 3 horas,0,No,132381,2.2553E+11,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SANTA CECILIA,MIXTO,OFICIAL,A,,ACADÉMICO,2.2553E+11,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SANTA CECILIA,S,RURAL,COMPLETA,25530,PARATEBUENO,25,CUNDINAMARCA,N,50226,CUMARAL,META,50,41,14,2,54,61,3,49,54,2,38,24,1,32,5,A-,222,33,58.18361287,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,2/18/2003 0:00,20204,SB11202040506941,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,PASTO,52001,Estrato 3,5 a 6,Seis o mas,Técnica o tecnológica completa,Educación profesional completa,"Es agricultor, pesquero o jornalero","Es agricultor, pesquero o jornalero",Si,Si,Si,Si,No,Si,No,No,26 A 100 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 1 y 3 horas,Menos de 10 horas,No,11312,3.52001E+11,INST CHAMPAGNAT,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.52001E+11,INST CHAMPAGNAT,S,URBANO,MAÑANA,52001,PASTO,52,NARIÑO,N,52001,PASTO,NARIÑO,52,69,96,4,64,86,3,53,66,2,58,78,3,46,54,A-,299,84,53.05871289,3,4,PUBLICAR,NO
CC,COLOMBIA,M,1/3/2002 0:00,20204,SB11202040130662,ESTUDIANTE,COLOMBIA,No,SANTANDER,68,BARRANCABERMEJA,68081,Estrato 2,5 a 6,Dos,Primaria completa,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,No,Si,No,No,No,No,0 A 10 LIBROS,Todos o casi todos los días,3 a 5 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,Más de 30 horas,"Si, en efectivo y especie",14480,1.68081E+11,INSTITUCION EDUCATIVA  EL  CASTILLO,MIXTO,OFICIAL,A,N,ACADÉMICO,1.68081E+11,COLEGIO  EL  CASTILLO,S,URBANO,NOCHE,68081,BARRANCABERMEJA,68,SANTANDER,N,68081,BARRANCABERMEJA,SANTANDER,68,44,23,2,42,25,2,45,41,2,43,38,2,37,16,A-,215,28,45.52661324,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,7/30/2003 0:00,20204,SB11202040503891,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,7 a 8,Cinco,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,Si,Si,Si,Si,No,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Mejor,No leo por entretenimiento,30 minutos o menos,Menos de 10 horas,"Si, en efectivo",213108,1.11001E+11,COLEGIO DE CULTURA POPULAR (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,INST NAL DE CULTURA POPULAR,S,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,40,13,2,35,9,1,44,37,2,30,5,1,39,25,A-,187,10,52.53319918,3,3,PUBLICAR,NO
CC,COLOMBIA,F,12/21/2001 0:00,20204,SB11202040072709,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54,CÚCUTA,54001,Estrato 1,3 a 4,Cuatro,Ninguno,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,No,Si,Si,Si,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,726471,1.54001E+11,COL CARLOS TOLEDO PLATA,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,1.54001E+11,COL TOLEDO PLATA,S,URBANO,UNICA,54001,CÚCUTA,54,NORTE SANTANDER,N,54001,CÚCUTA,NORTE SANTANDER,54,43,20,2,38,14,2,34,9,1,41,30,2,43,41,A-,197,15,42.50492579,2,2,PUBLICAR,NO
TI,COLOMBIA,F,10/13/2001 0:00,20204,SB11202040339012,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54,OCAÑA,54498,Estrato 2,5 a 6,Tres,Primaria completa,Secundaria (Bachillerato) incompleta,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,Si,Si,No,Si,No,No,No,No,26 A 100 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Peor,30 minutos o menos,30 minutos o menos,Menos de 10 horas,No,26724,1.54498E+11,COL JOSE EUSEBIO CARO,MIXTO,OFICIAL,A,N,ACADÉMICO,1.54498E+11,COL JOSE EUSEBIO CARO,S,URBANO,TARDE,54498,OCAÑA,54,NORTE SANTANDER,N,54498,OCAÑA,NORTE SANTANDER,54,57,66,3,44,29,2,45,41,2,59,80,3,49,66,A1,255,57,47.18269479,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,11/12/2003 0:00,20204,SB11202040445299,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8,MALAMBO,8433,Estrato 2,3 a 4,Dos,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,No,No,Si,No,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,144246,1.08433E+11,INSTITUCION EDUCATIVA SAN SEBASTIAN,MIXTO,OFICIAL,A,,ACADÉMICO,1.08433E+11,INSTITUCION EDUCATIVA SAN SEBASTIAN,S,URBANO,MAÑANA,8433,MALAMBO,8,ATLANTICO,N,8433,MALAMBO,ATLANTICO,8,50,42,2,54,59,3,42,32,2,47,48,2,39,26,A-,238,44,51.37864474,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,8/20/2003 0:00,20204,SB11202040205267,ESTUDIANTE,COLOMBIA,No,BOYACA,15,DUITAMA,15238,Estrato 2,1 a 2,Dos,Primaria incompleta,Secundaria (Bachillerato) incompleta,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Si,No,Si,No,No,No,No,No,26 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Peor,No leo por entretenimiento,No Navega Internet,0,No,24760,1.15238E+11,COLEGIO GUILLERMO LEON VALENCIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.15238E+11,PRINCIPAL INTEGRADO,S,URBANO,MAÑANA,15238,DUITAMA,15,BOYACA,N,15238,DUITAMA,BOYACA,15,62,82,3,71,96,4,65,94,3,70,97,3,49,67,A1,328,94,46.23888526,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,2/19/2004 0:00,20204,SB11202040264977,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,MADRID,25430,Estrato 3,1 a 2,Uno,Secundaria (Bachillerato) incompleta,Primaria completa,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,Todos o casi todos los días,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Peor,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,613752,3.2543E+11,LICEO HACIENDA CASABLANCA,MIXTO,NO OFICIAL,A,,,3.2543E+11,LICEO HACIENDA CASABLANCA - SEDE PRINCIPAL,S,URBANO,COMPLETA,25430,MADRID,25,CUNDINAMARCA,N,25430,MADRID,CUNDINAMARCA,25,46,29,2,59,75,3,49,55,2,34,13,1,45,51,A-,234,42,51.64173275,3,4,PUBLICAR,NO
TI,COLOMBIA,M,5/5/2002 0:00,20204,SB11202040039271,ESTUDIANTE,COLOMBIA,No,BOYACA,15,CHIQUINQUIRÁ,15176,Estrato 2,7 a 8,Cuatro,Primaria completa,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Si,No,Si,Si,No,Si,Si,No,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Mejor,No leo por entretenimiento,Entre 30 y 60 minutos,Menos de 10 horas,"Si, en efectivo",4960,3.15176E+11,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,3.15176E+11,I.E.T. COMERCIAL SAGRADO CORAZON DE JESÚS - SEDE PRINCIPAL,S,URBANO,MAÑANA,15176,CHIQUINQUIRÁ,15,BOYACA,N,15176,CHIQUINQUIRÁ,BOYACA,15,64,88,3,70,96,3,57,78,3,54,66,2,38,22,A-,297,83,52.50714531,3,3,PUBLICAR,NO
TI,COLOMBIA,M,2/12/2003 0:00,20204,SB11202040356346,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 1,5 a 6,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Es vendedor o trabaja en atención al público,Si,Si,Si,Si,Si,No,Si,Si,11 A 25 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Mejor,No leo por entretenimiento,Entre 1 y 3 horas,0,No,17905,1.76001E+11,INSTITUCION EDUCATIVA NORMAL SUPERIOR FARALLONES CALI,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,INSTITUCION EDUCATIVA NORMAL SUPERIOR FARALLONES CALI,S,URBANO,MAÑANA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,39,10,2,42,23,2,48,51,2,40,29,1,49,65,A1,214,27,53.38376836,3,3,PUBLICAR,NO
